miRNA,SRR21650556,SRR21650557,SRR21650558,SRR21650559,SRR21650560,SRR21650561
hsa-let-7a-2-3p,5.0,22.0,21.0,10.0,2.0,4.0
hsa-let-7a-3p,454.0,1604.0,1554.0,415.0,230.0,517.0
hsa-let-7a-5p,28268.0,93621.0,94149.0,33865.0,15965.0,57595.0
hsa-let-7b-3p,75.0,171.0,178.0,61.0,21.0,90.0
hsa-let-7b-5p,11500.0,24310.0,24324.0,9536.0,4965.0,17606.0
hsa-let-7c-3p,35.0,90.0,98.0,6.0,1.0,22.0
hsa-let-7c-5p,4048.0,10636.0,6799.0,1269.0,601.0,2330.0
hsa-let-7d-3p,334.0,903.0,857.0,393.0,196.0,413.0
hsa-let-7d-5p,1779.0,4814.0,4615.0,2048.0,883.0,3011.0
hsa-let-7e-3p,30.0,97.0,83.0,28.0,15.0,40.0
hsa-let-7e-5p,2350.0,6226.0,6166.0,2111.0,1059.0,3678.0
hsa-let-7f-1-3p,21.0,80.0,76.0,30.0,9.0,31.0
hsa-let-7f-2-3p,41.0,165.0,178.0,62.0,40.0,56.0
hsa-let-7f-5p,71240.0,210656.0,197951.0,70539.0,32399.0,123393.0
hsa-let-7g-3p,0.0,4.0,7.0,4.0,2.0,0.0
hsa-let-7g-5p,32014.0,102668.0,91432.0,31095.0,16050.0,44982.0
hsa-let-7i-3p,19.0,84.0,117.0,41.0,23.0,21.0
hsa-let-7i-5p,25108.0,110447.0,96746.0,32590.0,17286.0,24224.0
hsa-miR-1-3p,145.0,433.0,384.0,158.0,103.0,217.0
hsa-miR-100-3p,1.0,12.0,13.0,2.0,1.0,3.0
hsa-miR-100-5p,23136.0,50482.0,47321.0,18306.0,9415.0,28139.0
hsa-miR-101-2-5p,2.0,1.0,1.0,0.0,0.0,2.0
hsa-miR-101-3p,2031.0,11786.0,11928.0,4071.0,2140.0,2216.0
hsa-miR-101-5p,1.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-10393-3p,0.0,0.0,0.0,1.0,1.0,2.0
hsa-miR-10394-3p,0.0,1.0,1.0,3.0,1.0,6.0
