miRNA,SRR7550493,SRR7550494,SRR7550495,SRR7550496
hsa-let-7a-3p,15.0,19.0,3.0,1.0
hsa-let-7a-5p,5775.0,3586.0,1243.0,4545.0
hsa-let-7b-3p,13.0,8.0,0.0,3.0
hsa-let-7b-5p,2598.0,2009.0,173.0,527.0
hsa-let-7c-5p,43.0,259.0,2.0,55.0
hsa-let-7d-3p,127.0,146.0,26.0,377.0
hsa-let-7d-5p,140.0,254.0,160.0,305.0
hsa-let-7e-3p,10.0,14.0,2.0,5.0
hsa-let-7e-5p,218.0,408.0,120.0,852.0
hsa-let-7f-1-3p,1.0,7.0,2.0,0.0
hsa-let-7f-2-3p,1.0,6.0,0.0,0.0
hsa-let-7f-5p,1329.0,2515.0,1765.0,6015.0
hsa-let-7g-3p,1.0,8.0,0.0,0.0
hsa-let-7g-5p,480.0,1649.0,93.0,227.0
hsa-let-7i-3p,3.0,12.0,2.0,0.0
hsa-let-7i-5p,466.0,1539.0,350.0,622.0
hsa-miR-100-3p,0.0,47.0,0.0,1.0
hsa-miR-100-5p,32.0,3117.0,12.0,42.0
hsa-miR-101-2-5p,2.0,0.0,0.0,0.0
hsa-miR-101-3p,66.0,578.0,85.0,50.0
hsa-miR-101-5p,0.0,3.0,0.0,0.0
hsa-miR-10392-5p,1.0,0.0,0.0,0.0
hsa-miR-10393-3p,1.0,0.0,0.0,0.0
hsa-miR-10394-3p,18.0,2.0,0.0,0.0
hsa-miR-10394-5p,2.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,1.0,0.0,1.0
hsa-miR-10395-5p,0.0,3.0,0.0,0.0
hsa-miR-10396a-3p,1.0,6.0,0.0,1.0
hsa-miR-10396b-3p,0.0,3.0,1.0,0.0
hsa-miR-10399-3p,2.0,0.0,1.0,0.0
hsa-miR-10399-5p,0.0,1.0,0.0,0.0
hsa-miR-103a-3p,56.0,288.0,335.0,534.0
hsa-miR-10401-3p,21.0,20.0,3.0,13.0
hsa-miR-10401-5p,0.0,7.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,1.0,2.0
hsa-miR-105-5p,0.0,0.0,5.0,16.0
hsa-miR-10527-5p,9.0,1.0,0.0,0.0
hsa-miR-106a-5p,2.0,4.0,0.0,0.0
hsa-miR-106b-3p,80.0,92.0,145.0,334.0
hsa-miR-106b-5p,43.0,271.0,63.0,36.0
hsa-miR-107,28.0,697.0,53.0,19.0
hsa-miR-10a-3p,35.0,73.0,3.0,19.0
hsa-miR-10a-5p,29990.0,192670.0,21823.0,96773.0
hsa-miR-10b-3p,0.0,2.0,0.0,0.0
hsa-miR-10b-5p,3903.0,15640.0,494.0,272.0
hsa-miR-11399,0.0,1.0,0.0,0.0
hsa-miR-1180-3p,14.0,26.0,9.0,19.0
hsa-miR-1185-1-3p,0.0,10.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,3.0,0.0,0.0
hsa-miR-1185-5p,0.0,2.0,0.0,0.0
hsa-miR-1197,0.0,7.0,0.0,0.0
hsa-miR-12121,0.0,1.0,0.0,0.0
hsa-miR-1226-3p,0.0,4.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,1.0
hsa-miR-1229-3p,0.0,0.0,1.0,2.0
hsa-miR-1236-5p,0.0,1.0,0.0,0.0
hsa-miR-1237-5p,0.0,1.0,0.0,0.0
hsa-miR-124-3p,17.0,0.0,0.0,0.0
hsa-miR-1244,10.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,1.0,0.0,0.0
hsa-miR-1246,84.0,65.0,31.0,40.0
hsa-miR-1247-5p,10.0,22.0,0.0,1.0
hsa-miR-1248,0.0,1.0,0.0,0.0
hsa-miR-1249-3p,0.0,1.0,0.0,0.0
hsa-miR-1255a,0.0,1.0,0.0,2.0
hsa-miR-125a-3p,14.0,28.0,5.0,15.0
hsa-miR-125a-5p,623.0,3398.0,109.0,4580.0
hsa-miR-125b-1-3p,1.0,189.0,0.0,1.0
hsa-miR-125b-5p,19.0,674.0,4.0,11.0
hsa-miR-126-3p,18.0,4.0,4.0,3.0
hsa-miR-126-5p,100.0,67.0,87.0,231.0
hsa-miR-1260a,0.0,0.0,0.0,1.0
hsa-miR-1260b,0.0,3.0,4.0,30.0
hsa-miR-1262,1.0,0.0,1.0,1.0
hsa-miR-1266-5p,2.0,0.0,7.0,12.0
hsa-miR-1268a,0.0,2.0,0.0,0.0
hsa-miR-1268b,1.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,1.0,0.0,0.0
hsa-miR-127-3p,14.0,83.0,0.0,0.0
hsa-miR-127-5p,2.0,2.0,0.0,0.0
hsa-miR-1270,0.0,1.0,0.0,0.0
hsa-miR-1271-5p,0.0,6.0,1.0,0.0
hsa-miR-1275,1.0,0.0,1.0,0.0
hsa-miR-1276,3.0,1.0,1.0,16.0
hsa-miR-1278,0.0,1.0,0.0,0.0
hsa-miR-128-1-5p,12.0,7.0,0.0,2.0
hsa-miR-128-3p,86.0,116.0,33.0,71.0
hsa-miR-1283,4.0,13.0,0.0,0.0
hsa-miR-1285-3p,1.0,14.0,0.0,0.0
hsa-miR-1285-5p,1.0,3.0,0.0,0.0
hsa-miR-1286,0.0,3.0,2.0,5.0
hsa-miR-1287-5p,2.0,5.0,1.0,0.0
hsa-miR-129-1-3p,1.0,0.0,0.0,0.0
hsa-miR-129-2-3p,3.0,0.0,0.0,0.0
hsa-miR-129-5p,5.0,0.0,0.0,0.0
hsa-miR-1291,0.0,7.0,0.0,0.0
hsa-miR-1293,0.0,2.0,0.0,0.0
hsa-miR-1294,0.0,0.0,1.0,3.0
