miRNA,SRR12214115,SRR12214116,SRR12214117,SRR12214118,SRR12214119,SRR12214120,SRR12214121,SRR12214122
hsa-let-7a-2-3p,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
hsa-let-7a-3p,152.0,144.0,103.0,191.0,133.0,109.0,79.0,143.0
hsa-let-7a-5p,60941.0,40208.0,92515.0,159682.0,42363.0,32692.0,27786.0,94380.0
hsa-let-7b-3p,37.0,42.0,37.0,56.0,43.0,25.0,22.0,44.0
hsa-let-7b-5p,55034.0,33964.0,62966.0,114900.0,25920.0,29157.0,20746.0,46047.0
hsa-let-7c-3p,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0
hsa-let-7c-5p,7026.0,4347.0,699.0,24461.0,887.0,4001.0,3639.0,1362.0
hsa-let-7d-3p,660.0,524.0,618.0,1157.0,874.0,617.0,520.0,1146.0
hsa-let-7d-5p,9782.0,3877.0,11085.0,20787.0,6831.0,3924.0,4735.0,15563.0
hsa-let-7e-3p,1.0,5.0,5.0,2.0,8.0,4.0,1.0,7.0
hsa-let-7f-1-3p,16.0,22.0,8.0,35.0,13.0,11.0,10.0,32.0
hsa-let-7f-2-3p,15.0,26.0,18.0,25.0,34.0,24.0,11.0,14.0
hsa-let-7f-5p,119757.0,208478.0,190758.0,298370.0,163459.0,125566.0,67184.0,179547.0
hsa-let-7g-3p,27.0,56.0,27.0,18.0,33.0,12.0,5.0,17.0
hsa-let-7g-5p,95480.0,145808.0,117014.0,230983.0,122018.0,87850.0,53657.0,98042.0
hsa-let-7i-3p,89.0,91.0,77.0,68.0,88.0,64.0,29.0,40.0
hsa-let-7i-5p,200933.0,239950.0,227955.0,544670.0,241447.0,201574.0,114976.0,207931.0
hsa-miR-1-3p,1227.0,2035.0,1171.0,8621.0,2276.0,2641.0,1492.0,1322.0
hsa-miR-1-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,1.0,1.0,4.0,2.0,2.0,6.0,0.0
hsa-miR-101-2-5p,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0
hsa-miR-101-3p,7570.0,14546.0,9475.0,17248.0,8679.0,10965.0,5150.0,5271.0
hsa-miR-101-5p,6.0,26.0,5.0,6.0,6.0,11.0,2.0,2.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
hsa-miR-10393-3p,3.0,1.0,2.0,0.0,4.0,5.0,0.0,7.0
hsa-miR-10394-3p,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0
hsa-miR-10395-3p,15.0,17.0,6.0,8.0,59.0,74.0,4.0,22.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
hsa-miR-10396a-3p,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
