miRNA,SRR16828727,SRR16828728,SRR16828729,SRR16828730,SRR16828731,SRR16828732,SRR16828733,SRR16828734,SRR16828735,SRR16828736,SRR16828737,SRR16828738,SRR16828739,SRR16828740,SRR16828741
hsa-let-7a-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7a-3p,37.0,20.0,44.0,89.0,54.0,2.0,53.0,15.0,35.0,1.0,10.0,2.0,14.0,2.0,19.0
hsa-let-7a-5p,2694.0,15679.0,12645.0,19484.0,5327.0,5385.0,46549.0,21936.0,43032.0,6850.0,22424.0,7720.0,5184.0,956.0,6931.0
hsa-let-7b-3p,13.0,29.0,98.0,50.0,63.0,69.0,1.0,43.0,205.0,67.0,39.0,0.0,49.0,24.0,33.0
hsa-let-7b-5p,16965.0,51145.0,54146.0,22290.0,22732.0,11475.0,81372.0,71461.0,93223.0,41545.0,29044.0,21664.0,14807.0,23905.0,6761.0
hsa-let-7c-3p,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-let-7c-5p,532.0,2017.0,3373.0,3129.0,968.0,1047.0,6750.0,11022.0,4075.0,3255.0,4659.0,2123.0,346.0,416.0,1047.0
hsa-let-7d-3p,561.0,3051.0,3565.0,2190.0,2297.0,703.0,2304.0,1879.0,12500.0,1326.0,2396.0,1943.0,1532.0,2084.0,1174.0
hsa-let-7d-5p,1054.0,4368.0,3205.0,3191.0,1591.0,1251.0,4913.0,2908.0,2163.0,1462.0,1974.0,1352.0,769.0,495.0,1758.0
hsa-let-7e-3p,3.0,11.0,41.0,41.0,5.0,2.0,0.0,18.0,2.0,24.0,7.0,3.0,0.0,0.0,3.0
hsa-let-7e-5p,61.0,339.0,294.0,398.0,77.0,27.0,4.0,3.0,112.0,111.0,52.0,82.0,75.0,20.0,149.0
hsa-let-7f-1-3p,2.0,0.0,12.0,7.0,4.0,0.0,0.0,29.0,0.0,1.0,1.0,3.0,1.0,11.0,57.0
hsa-let-7f-2-3p,0.0,2.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7f-5p,1018.0,4900.0,4887.0,7317.0,2125.0,1517.0,10817.0,3915.0,7315.0,1787.0,4949.0,1931.0,1121.0,299.0,3729.0
hsa-let-7g-3p,0.0,1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-let-7g-5p,764.0,3115.0,3475.0,5223.0,1760.0,1155.0,4959.0,1846.0,3728.0,1011.0,2661.0,1371.0,1062.0,337.0,1947.0
hsa-let-7i-3p,16.0,7.0,13.0,3.0,22.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,26.0,6.0
hsa-let-7i-5p,2480.0,6463.0,14444.0,10039.0,5568.0,1616.0,10793.0,2015.0,5172.0,1379.0,2969.0,3001.0,1345.0,684.0,3046.0
hsa-miR-1-3p,3555.0,28.0,22169.0,919.0,6879.0,265.0,10.0,13.0,4.0,22.0,17.0,80.0,6.0,6.0,1101.0
