miRNA,SRR17832104,SRR17832105,SRR17832106,SRR17832107,SRR17832108,SRR17832109
hsa-let-7a-2-3p,0.0,0.0,0.0,5.0,2.0,2.0
hsa-let-7a-3p,1149.0,412.0,235.0,214.0,380.0,293.0
hsa-let-7a-5p,457509.0,811653.0,892525.0,381822.0,517813.0,647440.0
hsa-let-7b-3p,345.0,158.0,160.0,93.0,134.0,164.0
hsa-let-7b-5p,301397.0,431321.0,612071.0,209400.0,265197.0,283517.0
hsa-let-7c-3p,539.0,355.0,119.0,126.0,200.0,82.0
hsa-let-7c-5p,185873.0,321766.0,208086.0,113865.0,178919.0,85973.0
hsa-let-7d-3p,1438.0,715.0,1104.0,262.0,491.0,496.0
hsa-let-7d-5p,1713.0,3685.0,4439.0,2504.0,3224.0,4955.0
hsa-let-7e-3p,80.0,79.0,70.0,30.0,37.0,22.0
hsa-let-7e-5p,17194.0,19251.0,21482.0,9761.0,10832.0,14992.0
hsa-let-7f-1-3p,41.0,20.0,13.0,8.0,7.0,16.0
hsa-let-7f-2-3p,29.0,9.0,3.0,8.0,6.0,7.0
hsa-let-7f-5p,201149.0,208159.0,222404.0,147613.0,160607.0,175940.0
hsa-let-7g-3p,10.0,22.0,15.0,8.0,4.0,13.0
hsa-let-7g-5p,17837.0,19234.0,21192.0,18008.0,24194.0,34841.0
hsa-let-7i-3p,47.0,38.0,41.0,37.0,47.0,65.0
hsa-let-7i-5p,13277.0,17848.0,22795.0,14115.0,15988.0,17612.0
hsa-miR-1-3p,5.0,6.0,0.0,0.0,2.0,1.0
hsa-miR-100-3p,6.0,3.0,11.0,21.0,13.0,14.0
hsa-miR-100-5p,65.0,1049.0,820.0,1690.0,1318.0,839.0
hsa-miR-101-2-5p,5.0,12.0,12.0,4.0,2.0,5.0
hsa-miR-101-3p,67656.0,28145.0,21268.0,33279.0,36842.0,26531.0
hsa-miR-101-5p,33.0,37.0,47.0,34.0,60.0,47.0
hsa-miR-10393-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,2.0,9.0,2.0,0.0,6.0,0.0
hsa-miR-10394-5p,0.0,1.0,4.0,1.0,1.0,1.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,2.0,2.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-10398-3p,3.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10399-3p,9.0,38.0,27.0,5.0,16.0,11.0
hsa-miR-10399-5p,9.0,4.0,3.0,1.0,5.0,5.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-103a-2-5p,0.0,3.0,2.0,0.0,2.0,0.0
hsa-miR-103a-3p,16910.0,34922.0,13654.0,22514.0,38782.0,17189.0
hsa-miR-10401-3p,2.0,16.0,6.0,9.0,10.0,6.0
hsa-miR-10401-5p,0.0,0.0,1.0,3.0,2.0,0.0
hsa-miR-10527-5p,6.0,15.0,5.0,1.0,3.0,5.0
hsa-miR-106a-3p,318.0,256.0,271.0,377.0,480.0,454.0
hsa-miR-106a-5p,73.0,330.0,294.0,112.0,101.0,175.0
hsa-miR-106b-3p,365.0,899.0,934.0,995.0,1024.0,566.0
hsa-miR-106b-5p,156.0,205.0,171.0,170.0,213.0,274.0
hsa-miR-107,725.0,435.0,398.0,490.0,2736.0,425.0
hsa-miR-10a-3p,92.0,300.0,63.0,26.0,29.0,62.0
hsa-miR-10a-5p,799.0,6457.0,1578.0,494.0,908.0,1410.0
hsa-miR-10b-3p,999.0,967.0,208.0,474.0,453.0,792.0
hsa-miR-10b-5p,13371.0,64413.0,9265.0,17258.0,23340.0,29415.0
hsa-miR-11181-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1179,4.0,12.0,5.0,14.0,11.0,11.0
hsa-miR-1180-3p,26.0,133.0,200.0,58.0,103.0,124.0
hsa-miR-1180-5p,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1185-2-3p,0.0,4.0,4.0,0.0,0.0,5.0
hsa-miR-1185-5p,0.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1202,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12114,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12115,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-12132,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-12136,4.0,15.0,4.0,3.0,29.0,58.0
hsa-miR-122-5p,58.0,69.0,17.0,15.0,12.0,94.0
hsa-miR-1224-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,3.0,6.0,0.0,1.0,1.0,0.0
hsa-miR-1225-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1226-3p,28.0,23.0,37.0,32.0,15.0,27.0
hsa-miR-1226-5p,2.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,2.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-1229-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,5.0,1.0,1.0,3.0
hsa-miR-1236-5p,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-1237-5p,0.0,0.0,5.0,1.0,2.0,1.0
hsa-miR-1238-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1243,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-1244,0.0,1.0,0.0,1.0,2.0,5.0
hsa-miR-1246,0.0,5.0,4.0,1.0,6.0,1.0
hsa-miR-1247-5p,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-1249-3p,0.0,2.0,3.0,0.0,5.0,2.0
hsa-miR-1249-5p,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,5.0,0.0,2.0,11.0,8.0,4.0
hsa-miR-1251-3p,3.0,1.0,1.0,1.0,3.0,1.0
hsa-miR-1251-5p,19.0,98.0,36.0,70.0,89.0,74.0
hsa-miR-1252-5p,8.0,1.0,0.0,2.0,10.0,0.0
