miRNA,SRR8586300,SRR8586301,SRR8586302,SRR8586303,SRR8586304
hsa-let-7a-2-3p,0.0,0.0,0.0,2.0,0.0
hsa-let-7a-3p,0.0,1.0,2.0,11.0,7.0
hsa-let-7a-5p,280.0,873.0,675.0,3526.0,2377.0
hsa-let-7b-3p,0.0,1.0,2.0,3.0,1.0
hsa-let-7b-5p,330.0,493.0,401.0,2360.0,1360.0
hsa-let-7c-5p,93.0,244.0,62.0,984.0,257.0
hsa-let-7d-3p,1.0,9.0,5.0,17.0,8.0
hsa-let-7d-5p,14.0,31.0,21.0,125.0,81.0
hsa-let-7e-3p,1.0,0.0,0.0,0.0,1.0
hsa-let-7e-5p,16.0,65.0,97.0,382.0,152.0
hsa-let-7f-5p,288.0,913.0,935.0,3253.0,1677.0
hsa-let-7g-3p,0.0,3.0,0.0,1.0,0.0
hsa-let-7g-5p,22.0,67.0,88.0,275.0,557.0
hsa-let-7i-3p,0.0,1.0,3.0,2.0,0.0
hsa-let-7i-5p,41.0,123.0,154.0,508.0,527.0
hsa-miR-1-3p,0.0,1.0,0.0,3.0,0.0
hsa-miR-100-5p,287.0,670.0,2908.0,9779.0,20402.0
hsa-miR-101-3p,6.0,26.0,10.0,93.0,48.0
hsa-miR-101-5p,0.0,1.0,0.0,2.0,0.0
hsa-miR-10394-3p,0.0,0.0,2.0,0.0,0.0
hsa-miR-10395-3p,1.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,0.0,12.0,26.0,11.0,38.0
hsa-miR-10401-3p,0.0,0.0,2.0,0.0,14.0
hsa-miR-106a-5p,0.0,0.0,1.0,0.0,2.0
hsa-miR-106b-3p,0.0,3.0,3.0,11.0,30.0
hsa-miR-106b-5p,2.0,1.0,7.0,5.0,8.0
hsa-miR-107,0.0,1.0,5.0,2.0,22.0
hsa-miR-10a-3p,1.0,0.0,1.0,0.0,0.0
hsa-miR-10a-5p,168.0,377.0,1431.0,1341.0,4790.0
hsa-miR-10b-3p,0.0,1.0,0.0,0.0,4.0
