miRNA,SRR10856167,SRR10856168,SRR10856169,SRR10856173,SRR10856174,SRR10856175
hsa-let-7a-3p,4.0,6.0,0.0,1.0,10.0,0.0
hsa-let-7a-5p,2827.0,2510.0,571.0,783.0,1416.0,404.0
hsa-let-7b-3p,2.0,0.0,0.0,2.0,1.0,0.0
hsa-let-7b-5p,420.0,523.0,138.0,164.0,357.0,150.0
hsa-let-7c-5p,57.0,40.0,9.0,42.0,98.0,29.0
hsa-let-7d-3p,75.0,72.0,12.0,19.0,22.0,7.0
hsa-let-7d-5p,200.0,164.0,22.0,28.0,59.0,15.0
hsa-let-7e-3p,1.0,0.0,0.0,0.0,3.0,2.0
hsa-let-7e-5p,120.0,117.0,22.0,80.0,217.0,81.0
hsa-let-7f-1-3p,2.0,1.0,1.0,0.0,0.0,0.0
hsa-let-7f-5p,2684.0,3177.0,1200.0,385.0,734.0,206.0
hsa-let-7g-3p,0.0,1.0,0.0,1.0,0.0,0.0
hsa-let-7g-5p,289.0,306.0,83.0,32.0,140.0,38.0
hsa-let-7i-3p,0.0,2.0,2.0,2.0,0.0,1.0
hsa-let-7i-5p,1183.0,1301.0,338.0,157.0,236.0,100.0
hsa-miR-100-3p,0.0,1.0,0.0,0.0,1.0,1.0
hsa-miR-100-5p,88.0,80.0,9.0,142.0,108.0,72.0
hsa-miR-101-3p,79.0,80.0,30.0,7.0,33.0,8.0
hsa-miR-101-5p,3.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-10393-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,2.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,1.0,1.0,1.0,1.0,2.0
hsa-miR-10395-5p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,4.0,2.0,1.0,23.0,26.0,28.0
hsa-miR-10396a-5p,0.0,0.0,0.0,1.0,2.0,6.0
hsa-miR-10396b-3p,0.0,11.0,0.0,15.0,32.0,15.0
hsa-miR-10396b-5p,0.0,0.0,0.0,7.0,5.0,3.0
hsa-miR-10399-3p,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-103a-3p,267.0,684.0,56.0,239.0,199.0,31.0
hsa-miR-10401-3p,1332.0,412.0,28.0,631.0,901.0,300.0
hsa-miR-10401-5p,15.0,31.0,1.0,3.0,7.0,5.0
hsa-miR-10527-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-106b-3p,106.0,133.0,48.0,29.0,30.0,18.0
hsa-miR-106b-5p,67.0,68.0,26.0,2.0,19.0,8.0
hsa-miR-107,25.0,26.0,7.0,17.0,7.0,73.0
hsa-miR-10a-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,89.0,113.0,45.0,402.0,421.0,209.0
hsa-miR-10b-3p,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-10b-5p,1476.0,2128.0,890.0,4999.0,2602.0,1223.0
hsa-miR-1180-3p,194.0,279.0,67.0,1.0,1.0,1.0
hsa-miR-1207-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-12136,2.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1226-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1244,0.0,1.0,1.0,0.0,0.0,1.0
hsa-miR-1246,576.0,115.0,6.0,8.0,29.0,3.0
hsa-miR-1248,26.0,26.0,4.0,4.0,45.0,17.0
hsa-miR-1249-3p,0.0,1.0,0.0,0.0,0.0,0.0
