miRNA,SRR18309058,SRR18309059,SRR18309060,SRR18309061,SRR18309062,SRR18309063
hsa-let-7a-2-3p,12.0,5.0,2.0,0.0,0.0,0.0
hsa-let-7a-3p,52.0,25.0,0.0,3.0,0.0,1.0
hsa-let-7a-5p,3137.0,1875.0,268.0,217.0,187.0,119.0
hsa-let-7b-3p,29.0,20.0,7.0,1.0,0.0,0.0
hsa-let-7b-5p,5264.0,3328.0,372.0,108.0,181.0,109.0
hsa-let-7c-5p,103.0,124.0,29.0,14.0,10.0,10.0
hsa-let-7d-3p,79.0,57.0,6.0,4.0,1.0,0.0
hsa-let-7d-5p,216.0,166.0,19.0,5.0,10.0,5.0
hsa-let-7e-3p,9.0,4.0,1.0,0.0,0.0,0.0
hsa-let-7e-5p,224.0,188.0,29.0,12.0,20.0,11.0
hsa-let-7f-1-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,1031.0,833.0,97.0,34.0,34.0,26.0
hsa-let-7g-3p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,1902.0,1583.0,52.0,48.0,31.0,30.0
hsa-let-7i-3p,99.0,40.0,6.0,5.0,1.0,0.0
hsa-let-7i-5p,7244.0,6071.0,311.0,226.0,125.0,107.0
hsa-miR-1-3p,2.0,1.0,8.0,4.0,1.0,2.0
hsa-miR-100-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,18074.0,16942.0,1204.0,1334.0,700.0,233.0
hsa-miR-101-3p,187.0,150.0,7.0,1.0,2.0,1.0
hsa-miR-10393-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10395-3p,8.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-10396a-3p,44.0,41.0,1.0,0.0,0.0,1.0
hsa-miR-10396a-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,77.0,63.0,4.0,0.0,0.0,0.0
hsa-miR-10396b-5p,2.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,427.0,563.0,36.0,10.0,35.0,3.0
hsa-miR-10401-3p,116.0,122.0,15.0,4.0,1.0,0.0
hsa-miR-10401-5p,12.0,8.0,3.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-106a-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,51.0,39.0,4.0,2.0,1.0,2.0
hsa-miR-106b-5p,152.0,77.0,9.0,4.0,5.0,2.0
hsa-miR-107,23.0,250.0,8.0,1.0,4.0,0.0
hsa-miR-10a-3p,21.0,7.0,2.0,1.0,0.0,0.0
hsa-miR-10a-5p,651.0,588.0,43.0,55.0,21.0,7.0
hsa-miR-10b-3p,9.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,1075.0,942.0,84.0,99.0,26.0,16.0
hsa-miR-1180-3p,26.0,8.0,1.0,2.0,0.0,0.0
hsa-miR-1185-1-3p,19.0,27.0,4.0,1.0,1.0,0.0
hsa-miR-1185-2-3p,15.0,4.0,0.0,1.0,0.0,0.0
hsa-miR-1185-5p,1.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1197,6.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-12136,5.0,3.0,0.0,2.0,1.0,1.0
hsa-miR-122-5p,40.0,1.0,0.0,8.0,0.0,6.0
hsa-miR-1228-3p,7.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-1229-3p,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1246,110543.0,83262.0,7862.0,3187.0,1163.0,1083.0
hsa-miR-1247-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,6.0,7.0,0.0,0.0,2.0,0.0
hsa-miR-1249-3p,6.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,27.0,22.0,2.0,0.0,0.0,0.0
hsa-miR-125a-5p,1087.0,1002.0,77.0,33.0,47.0,16.0
hsa-miR-125b-1-3p,114.0,111.0,11.0,0.0,4.0,4.0
hsa-miR-125b-2-3p,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,11877.0,10040.0,693.0,474.0,460.0,112.0
hsa-miR-126-3p,22.0,5.0,1.0,1.0,1.0,1.0
hsa-miR-126-5p,16.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,3.0,3.0,1.0,0.0,1.0,1.0
hsa-miR-1260b,5.0,4.0,3.0,3.0,0.0,0.0
hsa-miR-1268a,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-127-3p,1763.0,1347.0,125.0,117.0,42.0,22.0
hsa-miR-127-5p,71.0,37.0,2.0,4.0,8.0,0.0
hsa-miR-1270,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,77.0,73.0,2.0,2.0,2.0,0.0
hsa-miR-1273h-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,4.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,174.0,110.0,12.0,10.0,0.0,0.0
hsa-miR-1284,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,3.0,10.0,0.0,2.0,0.0,1.0
hsa-miR-1285-5p,2.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1287-5p,9.0,5.0,2.0,0.0,0.0,0.0
hsa-miR-129-2-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,90.0,62.0,5.0,3.0,0.0,0.0
hsa-miR-1291,35.0,39.0,7.0,0.0,1.0,1.0
hsa-miR-1292-5p,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1294,3.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,132.0,108.0,7.0,2.0,0.0,0.0
hsa-miR-1301-3p,8.0,6.0,2.0,0.0,0.0,0.0
hsa-miR-1303,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,5.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,2.0,4.0,1.0,0.0,0.0,0.0
hsa-miR-1306-3p,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,8.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-1307-3p,81.0,85.0,6.0,2.0,6.0,1.0
hsa-miR-1307-5p,77.0,60.0,14.0,2.0,1.0,1.0
hsa-miR-130a-3p,73.0,56.0,8.0,11.0,3.0,0.0
hsa-miR-130b-3p,52.0,33.0,10.0,4.0,2.0,0.0
hsa-miR-130b-5p,12.0,8.0,2.0,0.0,0.0,0.0
hsa-miR-132-3p,49.0,32.0,2.0,5.0,2.0,0.0
hsa-miR-132-5p,2.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,5.0,2.0,3.0,2.0,1.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-134-3p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,252.0,172.0,19.0,14.0,3.0,6.0
hsa-miR-135b-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,364.0,232.0,21.0,11.0,3.0,5.0
hsa-miR-136-5p,11.0,17.0,0.0,0.0,0.0,0.0
hsa-miR-137-3p,55.0,30.0,3.0,1.0,2.0,0.0
hsa-miR-137-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-138-1-3p,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-138-5p,396.0,260.0,72.0,25.0,29.0,15.0
hsa-miR-139-5p,1.0,7.0,1.0,0.0,1.0,0.0
