miRNA,SRR1917326,SRR1917327,SRR1917328,SRR1917332,SRR1917333,SRR1917334,SRR1917338,SRR1917339,SRR1917340
hsa-let-7a-2-3p,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,518.0,591.0,83.0,38.0,27.0,45.0,39.0,12.0,28.0
hsa-let-7a-5p,34733.0,54951.0,9989.0,11618.0,10443.0,41003.0,4666.0,2001.0,6658.0
hsa-let-7b-3p,70.0,118.0,24.0,9.0,5.0,9.0,10.0,5.0,8.0
hsa-let-7b-5p,28580.0,28979.0,6845.0,13863.0,11436.0,26481.0,7117.0,1389.0,2653.0
hsa-let-7c-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,129.0,148.0,26.0,47.0,472.0,220.0,214.0,2.0,173.0
hsa-let-7d-3p,790.0,2091.0,449.0,54.0,32.0,114.0,308.0,103.0,155.0
hsa-let-7d-5p,3584.0,7724.0,1077.0,373.0,321.0,1260.0,311.0,191.0,505.0
hsa-let-7e-3p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-let-7e-5p,158.0,294.0,25.0,4.0,3.0,25.0,27.0,3.0,24.0
hsa-let-7f-1-3p,50.0,49.0,7.0,5.0,3.0,5.0,3.0,2.0,3.0
hsa-let-7f-2-3p,19.0,8.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-let-7f-5p,20053.0,21217.0,4294.0,8101.0,4411.0,16613.0,2127.0,2603.0,7710.0
hsa-let-7g-3p,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,15129.0,8070.0,1770.0,2497.0,989.0,2776.0,587.0,901.0,1761.0
hsa-let-7i-3p,25.0,21.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
hsa-let-7i-5p,8902.0,7600.0,909.0,2515.0,1372.0,6128.0,1007.0,1450.0,3033.0
hsa-miR-1-3p,3.0,3.0,18.0,0.0,3.0,6.0,1.0,2.0,3.0
hsa-miR-100-5p,33122.0,34981.0,2649.0,52.0,63.0,199.0,1899.0,995.0,2691.0
hsa-miR-101-2-5p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,326.0,132.0,93.0,161.0,44.0,110.0,56.0,42.0,82.0
hsa-miR-10394-3p,6.0,11.0,12.0,4.0,0.0,11.0,7.0,3.0,3.0
hsa-miR-10394-5p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10395-3p,25.0,11.0,1.0,15.0,5.0,21.0,7.0,2.0,18.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,52.0,86.0,12.0,10.0,8.0,10.0,25.0,5.0,12.0
hsa-miR-10399-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,1034.0,52.0,69.0,22.0,65.0,369.0,39.0,143.0,500.0
hsa-miR-10401-3p,61.0,43.0,155.0,45.0,34.0,33.0,26.0,14.0,17.0
hsa-miR-10401-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10523-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10524-5p,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10526-3p,9.0,9.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
hsa-miR-10527-5p,7.0,26.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-106a-5p,15.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
