miRNA,SRR13693839,SRR13693840,SRR13693841,SRR13693842,SRR13693843,SRR13693844,SRR13693845,SRR13693846,SRR13693847
hsa-let-7a-3p,0.0,20.3,20.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,56.79,60.91,61.94,84.33,103.08,24.77,33.33,56.34,0.0
hsa-let-7b-5p,37.86,0.0,20.65,28.11,0.0,0.0,0.0,0.0,28.75
hsa-let-7d-3p,0.0,0.0,20.65,0.0,0.0,0.0,16.66,0.0,0.0
hsa-let-7d-5p,170.38,0.0,20.65,0.0,25.77,49.55,0.0,169.03,0.0
hsa-let-7e-5p,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17,0.0
hsa-let-7f-5p,37.86,40.61,20.65,0.0,103.08,49.55,66.66,112.69,57.51
hsa-let-7g-5p,94.66,40.61,20.65,0.0,25.77,49.55,66.66,84.52,115.02
hsa-let-7i-5p,94.66,20.3,20.65,28.11,77.31,24.77,33.33,0.0,28.75
hsa-miR-101-3p,0.0,20.3,0.0,0.0,0.0,0.0,16.66,0.0,28.75
hsa-miR-103a-3p,0.0,20.3,0.0,0.0,77.31,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,24.77,0.0,28.17,0.0
hsa-miR-106b-3p,0.0,40.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,24.77,0.0,0.0,28.75
hsa-miR-107,18.93,60.91,0.0,84.33,51.54,0.0,0.0,28.17,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,24.77,0.0,0.0,0.0
hsa-miR-10a-5p,586.88,446.68,412.91,590.3,566.95,644.14,449.94,366.24,603.85
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,0.0
hsa-miR-1246,0.0,0.0,20.65,28.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75
hsa-miR-128-3p,0.0,20.3,0.0,0.0,25.77,0.0,0.0,56.34,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,25.77,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,25.77,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,24.77,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-5p,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,51.54,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,0.0,0.0,28.11,51.54,0.0,0.0,0.0,0.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17,0.0
hsa-miR-151a-5p,37.86,0.0,0.0,56.22,77.31,49.55,16.66,28.17,28.75
hsa-miR-151b,0.0,81.21,61.94,0.0,0.0,99.1,0.0,56.34,57.51
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,0.0
hsa-miR-16-5p,18.93,0.0,0.0,0.0,0.0,49.55,33.33,0.0,57.51
hsa-miR-17-5p,0.0,0.0,0.0,0.0,51.54,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,20.65,0.0,25.77,0.0,16.66,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,56.22,0.0,24.77,0.0,0.0,0.0
hsa-miR-182-5p,37.86,40.61,41.29,0.0,25.77,0.0,0.0,56.34,86.26
hsa-miR-183-5p,18.93,40.61,61.94,140.55,0.0,24.77,66.66,28.17,86.26
hsa-miR-185-5p,0.0,20.3,0.0,0.0,0.0,0.0,33.33,0.0,28.75
hsa-miR-186-5p,0.0,20.3,20.65,28.11,0.0,49.55,0.0,28.17,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,25.77,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,24.77,0.0,0.0,0.0
hsa-miR-1909-3p,0.0,20.3,0.0,0.0,25.77,0.0,0.0,0.0,0.0
hsa-miR-191-5p,132.52,162.43,61.94,28.11,77.31,148.65,183.31,84.52,86.26
hsa-miR-1915-3p,18.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,18.93,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,0.0,121.82,0.0,28.11,0.0,0.0,33.33,28.17,28.75
hsa-miR-196a-5p,0.0,0.0,20.65,0.0,103.08,49.55,0.0,0.0,0.0
