miRNA,SRR24756463,SRR24756464,SRR24756465,SRR24756466,SRR24756467,SRR24756468,SRR24756469,SRR24756470
hsa-let-7a-3p,0.0,0.0,6.0,0.0,25.0,0.0,33.0,0.0
hsa-let-7a-5p,90453.0,23626.0,59407.0,1418.0,9024.0,7907.0,33011.0,16372.0
hsa-let-7b-3p,137.0,240.0,31.0,0.0,162.0,5.0,158.0,114.0
hsa-let-7b-5p,99976.0,36958.0,93971.0,6351.0,85355.0,20953.0,100497.0,48051.0
hsa-let-7c-3p,0.0,66.0,11.0,0.0,0.0,8.0,0.0,0.0
hsa-let-7c-5p,3299.0,713.0,19054.0,148.0,1597.0,450.0,2319.0,1441.0
hsa-let-7d-3p,23600.0,38878.0,1300.0,82.0,1782.0,475.0,1975.0,3104.0
hsa-let-7d-5p,1040.0,235.0,1099.0,55.0,226.0,134.0,864.0,1027.0
hsa-let-7e-5p,5457.0,2520.0,344.0,9.0,211.0,137.0,546.0,1261.0
hsa-let-7f-1-3p,0.0,68.0,0.0,0.0,3.0,0.0,12.0,5.0
hsa-let-7f-2-3p,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,15700.0,9134.0,23742.0,266.0,2890.0,3089.0,13232.0,7029.0
hsa-let-7g-5p,760.0,297.0,3609.0,69.0,1077.0,667.0,2625.0,1257.0
hsa-let-7i-3p,0.0,63.0,4.0,18.0,50.0,0.0,60.0,0.0
hsa-let-7i-5p,1730.0,841.0,2873.0,453.0,1861.0,824.0,4147.0,1395.0
hsa-miR-1-3p,154.0,92.0,72.0,0.0,43.0,141.0,186.0,220.0
hsa-miR-100-5p,65333.0,31060.0,22463.0,1091.0,7017.0,7262.0,5788.0,7199.0
hsa-miR-101-3p,142.0,105.0,1098.0,54.0,935.0,670.0,1392.0,508.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10394-3p,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-103a-2-5p,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-103a-3p,1.0,18.0,336.0,11.0,30.0,17.0,354.0,603.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10401-3p,17.0,138.0,67.0,0.0,98.0,0.0,29.0,143.0
hsa-miR-10527-5p,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,3.0,0.0,0.0,0.0,2.0,31.0
hsa-miR-106a-5p,42.0,0.0,4.0,1.0,2.0,0.0,25.0,23.0
hsa-miR-106b-3p,139.0,78.0,258.0,144.0,738.0,341.0,488.0,218.0
hsa-miR-106b-5p,332.0,730.0,16.0,0.0,34.0,2.0,27.0,3.0
hsa-miR-107,0.0,0.0,3.0,0.0,0.0,0.0,0.0,63.0
hsa-miR-10a-3p,54.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,315626.0,176247.0,20881.0,1328.0,26618.0,23203.0,31711.0,16326.0
hsa-miR-10b-3p,49.0,56.0,6.0,0.0,15.0,21.0,1.0,19.0
hsa-miR-10b-5p,2010132.0,861310.0,28266.0,616.0,30963.0,23010.0,39264.0,20224.0
hsa-miR-11400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-11401,0.0,24.0,2.0,0.0,19.0,0.0,27.0,20.0
hsa-miR-1180-3p,2342.0,1716.0,239.0,23.0,422.0,20.0,188.0,43.0
hsa-miR-1185-1-3p,44.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-12136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,13.0,3589.0,0.0,30.0,1.0,37.0,53.0
hsa-miR-122-5p,4757.0,1328.0,1703510.0,2.0,66556.0,19667.0,111667.0,2386.0
hsa-miR-1226-3p,0.0,25.0,32.0,0.0,57.0,0.0,24.0,30.0
hsa-miR-1227-3p,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1229-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
hsa-miR-124-3p,79.0,299.0,5.0,0.0,28.0,8.0,55.0,143.0
hsa-miR-1246,1.0,17.0,44.0,8.0,16.0,40.0,27.0,173.0
hsa-miR-1247-5p,53.0,6.0,34.0,0.0,7.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,14.0,1.0,0.0,5.0,0.0,16.0,4.0
hsa-miR-1255b-5p,0.0,0.0,13.0,16.0,68.0,4.0,63.0,114.0
hsa-miR-125a-3p,220.0,214.0,10.0,0.0,23.0,6.0,17.0,67.0
hsa-miR-125a-5p,11288.0,5085.0,18960.0,116.0,25786.0,15659.0,27109.0,15857.0
hsa-miR-125b-1-3p,0.0,22.0,43.0,1.0,27.0,3.0,0.0,21.0
hsa-miR-125b-2-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,3490.0,6391.0,33101.0,751.0,8334.0,2745.0,10139.0,23146.0
hsa-miR-126-3p,1293.0,1234.0,641.0,170.0,356.0,917.0,891.0,1804.0
hsa-miR-126-5p,9917.0,17714.0,2181.0,393.0,3497.0,4761.0,4191.0,1407.0
hsa-miR-1260a,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,103.0,507.0,5.0,0.0,1.0,4.0,34.0,30.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-127-3p,827.0,504.0,148.0,20.0,72.0,83.0,522.0,295.0
hsa-miR-1270,0.0,29.0,2.0,0.0,34.0,0.0,23.0,0.0
hsa-miR-1271-5p,521.0,240.0,55.0,0.0,55.0,10.0,94.0,68.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,24.0,6.0,0.0,36.0,0.0,6.0,9.0
hsa-miR-1273h-5p,190.0,119.0,20.0,0.0,0.0,0.0,0.0,23.0
hsa-miR-1275,0.0,17.0,2.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-128-1-5p,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-128-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
hsa-miR-128-3p,3749.0,3711.0,1019.0,3.0,419.0,180.0,1010.0,1559.0
hsa-miR-1284,104.0,61.0,61.0,0.0,71.0,0.0,9.0,47.0
hsa-miR-1285-3p,345.0,74.0,80.0,0.0,113.0,105.0,116.0,144.0
hsa-miR-1285-5p,0.0,44.0,0.0,0.0,0.0,0.0,0.0,11.0
hsa-miR-1287-5p,0.0,40.0,0.0,0.0,30.0,0.0,3.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-129-5p,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1291,0.0,14.0,0.0,1.0,70.0,0.0,11.0,0.0
hsa-miR-1292-5p,308.0,105.0,14.0,0.0,44.0,0.0,24.0,0.0
hsa-miR-1294,46.0,24.0,79.0,0.0,61.0,0.0,223.0,74.0
hsa-miR-1295b-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
hsa-miR-1301-3p,6161.0,5985.0,26.0,0.0,6.0,0.0,106.0,136.0
hsa-miR-1303,2.0,22.0,4.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1304-3p,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,493.0,509.0,120.0,0.0,125.0,0.0,111.0,65.0
hsa-miR-1306-3p,151.0,123.0,21.0,0.0,65.0,0.0,7.0,49.0
hsa-miR-1306-5p,41.0,109.0,25.0,0.0,63.0,0.0,19.0,83.0
hsa-miR-1307-3p,5996.0,12812.0,240.0,0.0,225.0,188.0,237.0,281.0
hsa-miR-1307-5p,0.0,4.0,51.0,0.0,15.0,0.0,24.0,60.0
hsa-miR-130a-3p,123.0,360.0,37.0,0.0,6.0,29.0,39.0,12.0
hsa-miR-130b-3p,272.0,268.0,3.0,0.0,7.0,0.0,12.0,26.0
hsa-miR-130b-5p,266.0,126.0,1125.0,1.0,339.0,115.0,284.0,320.0
hsa-miR-132-3p,478.0,926.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,12.0,0.0,0.0,0.0,0.0,0.0,23.0
hsa-miR-1323,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0
hsa-miR-133a-3p,88.0,88.0,12.0,0.0,12.0,224.0,13.0,54.0
hsa-miR-134-5p,848.0,522.0,42.0,0.0,45.0,0.0,37.0,116.0
hsa-miR-1343-3p,0.0,25.0,25.0,0.0,32.0,0.0,14.0,6.0
hsa-miR-1343-5p,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,34.0,7.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,762.0,559.0,202.0,6.0,408.0,228.0,264.0,592.0
hsa-miR-139-5p,484.0,351.0,64.0,0.0,46.0,20.0,52.0,159.0
hsa-miR-140-3p,3472.0,3486.0,293.0,282.0,932.0,340.0,623.0,381.0
hsa-miR-140-5p,0.0,11.0,1.0,0.0,5.0,0.0,2.0,0.0
hsa-miR-141-3p,44.0,65.0,3.0,0.0,0.0,4.0,35.0,1.0
hsa-miR-142-3p,0.0,9.0,0.0,32.0,21.0,8.0,8.0,16.0
hsa-miR-142-5p,1440.0,1805.0,6000.0,922.0,5102.0,2030.0,12798.0,7410.0
hsa-miR-143-3p,8682.0,6257.0,2421.0,628.0,2484.0,3238.0,5173.0,3338.0
hsa-miR-143-5p,0.0,0.0,0.0,15.0,4.0,223.0,67.0,133.0
hsa-miR-144-3p,782.0,998.0,1265.0,137.0,1644.0,442.0,2234.0,1558.0
hsa-miR-144-5p,0.0,7.0,3.0,0.0,28.0,1.0,18.0,64.0
hsa-miR-145-3p,80.0,113.0,74.0,9.0,45.0,299.0,184.0,117.0
hsa-miR-145-5p,5497.0,2942.0,69.0,268.0,67.0,594.0,187.0,116.0
