miRNA,SRR13005805,SRR13005806,SRR13005807,SRR13005808,SRR13005809,SRR13005810
hsa-let-7a-2-3p,0.0,11.0,2.0,1.0,0.0,0.0
hsa-let-7a-3p,19.0,13.0,20.0,11.0,15.0,16.0
hsa-let-7a-5p,1384.0,1852.0,1931.0,2015.0,1336.0,1822.0
hsa-let-7b-3p,2.0,3.0,1.0,2.0,0.0,0.0
hsa-let-7b-5p,789.0,2801.0,1324.0,1074.0,823.0,1358.0
hsa-let-7c-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,664.0,966.0,859.0,727.0,472.0,851.0
hsa-let-7d-3p,24.0,29.0,38.0,25.0,23.0,31.0
hsa-let-7d-5p,122.0,204.0,146.0,169.0,85.0,151.0
hsa-let-7e-3p,1.0,2.0,0.0,1.0,2.0,0.0
hsa-let-7e-5p,107.0,203.0,168.0,136.0,101.0,176.0
hsa-let-7f-1-3p,0.0,1.0,3.0,1.0,1.0,0.0
hsa-let-7f-2-3p,5.0,0.0,1.0,0.0,1.0,1.0
hsa-let-7f-5p,5396.0,12274.0,9628.0,6910.0,4590.0,7480.0
hsa-let-7g-3p,3.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,3009.0,6413.0,4805.0,7384.0,6171.0,10060.0
hsa-let-7i-3p,0.0,3.0,1.0,3.0,0.0,1.0
hsa-let-7i-5p,4610.0,10495.0,8134.0,10659.0,9966.0,16376.0
hsa-miR-1-3p,2099.0,3428.0,2950.0,2569.0,1653.0,2963.0
hsa-miR-1-5p,0.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-100-5p,1377.0,3534.0,2306.0,6191.0,6868.0,9583.0
hsa-miR-101-3p,444.0,879.0,787.0,655.0,529.0,958.0
hsa-miR-101-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10394-3p,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-10395-3p,3.0,1.0,5.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396a-3p,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-10399-3p,3.0,1.0,0.0,4.0,0.0,2.0
hsa-miR-10399-5p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,26.0,795.0,176.0,510.0,387.0,101.0
hsa-miR-10401-3p,1.0,5.0,2.0,1.0,2.0,4.0
hsa-miR-10401-5p,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10527-5p,0.0,4.0,5.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-106b-3p,196.0,553.0,428.0,254.0,250.0,396.0
hsa-miR-106b-5p,47.0,113.0,122.0,61.0,51.0,75.0
hsa-miR-107,8.0,23.0,24.0,8.0,18.0,10.0
hsa-miR-10a-3p,9.0,13.0,10.0,10.0,2.0,12.0
hsa-miR-10a-5p,874.0,1449.0,1158.0,1336.0,1141.0,1753.0
hsa-miR-10b-3p,0.0,1.0,2.0,1.0,2.0,3.0
hsa-miR-10b-5p,620.0,958.0,840.0,731.0,478.0,858.0
hsa-miR-1180-3p,12.0,15.0,13.0,27.0,25.0,23.0
hsa-miR-1185-1-3p,1.0,0.0,0.0,2.0,2.0,0.0
hsa-miR-1185-2-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1197,1.0,1.0,2.0,2.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12136,1.0,1.0,1.0,1.0,1.0,2.0
hsa-miR-122-3p,0.0,1.0,0.0,0.0,1.0,3.0
hsa-miR-122-5p,1029.0,2023.0,1786.0,156.0,151.0,1576.0
hsa-miR-1224-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-1244,4.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1246,491229.0,928271.0,890363.0,325071.0,167709.0,340791.0
hsa-miR-1247-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1248,13.0,7.0,6.0,0.0,4.0,11.0
hsa-miR-1249-3p,0.0,0.0,1.0,3.0,1.0,1.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1250-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-1255a,0.0,1.0,0.0,3.0,5.0,7.0
hsa-miR-1255b-5p,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-125a-3p,1.0,3.0,4.0,2.0,2.0,3.0
hsa-miR-125a-5p,128.0,248.0,173.0,177.0,89.0,130.0
hsa-miR-125b-1-3p,0.0,9.0,5.0,8.0,5.0,17.0
hsa-miR-125b-5p,141.0,229.0,184.0,124.0,97.0,153.0
hsa-miR-126-3p,212.0,308.0,282.0,248.0,185.0,288.0
hsa-miR-126-5p,21.0,27.0,25.0,23.0,13.0,23.0
hsa-miR-1260b,12.0,13.0,8.0,2.0,0.0,8.0
hsa-miR-1262,1.0,0.0,4.0,4.0,8.0,3.0
hsa-miR-1266-5p,0.0,2.0,2.0,1.0,3.0,2.0
hsa-miR-1268a,0.0,6.0,0.0,3.0,5.0,1.0
hsa-miR-1268b,5.0,2.0,10.0,7.0,0.0,5.0
hsa-miR-1269a,0.0,0.0,0.0,1.0,3.0,2.0
hsa-miR-1269b,2.0,2.0,1.0,1.0,1.0,3.0
hsa-miR-127-3p,158.0,230.0,228.0,147.0,95.0,167.0
hsa-miR-127-5p,10.0,26.0,21.0,16.0,5.0,13.0
hsa-miR-1271-5p,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1273c,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1273h-5p,12.0,32.0,39.0,108.0,32.0,107.0
hsa-miR-1275,0.0,2.0,3.0,2.0,1.0,4.0
hsa-miR-1278,1.0,0.0,6.0,8.0,10.0,20.0
hsa-miR-128-1-5p,0.0,7.0,4.0,0.0,1.0,1.0
hsa-miR-128-3p,60.0,129.0,94.0,94.0,77.0,114.0
hsa-miR-1285-3p,0.0,4.0,3.0,0.0,3.0,0.0
hsa-miR-1285-5p,68.0,96.0,116.0,21.0,6.0,15.0
hsa-miR-1286,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,1.0,6.0,4.0,1.0,4.0,2.0
hsa-miR-1288-3p,3.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-129-5p,1.0,1.0,3.0,6.0,7.0,5.0
hsa-miR-1290,149.0,231.0,190.0,984.0,468.0,833.0
hsa-miR-1291,6.0,9.0,14.0,20.0,8.0,9.0
hsa-miR-1292-5p,1.0,0.0,0.0,1.0,3.0,2.0
hsa-miR-1293,0.0,2.0,2.0,0.0,3.0,2.0
hsa-miR-1294,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1296-3p,0.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-1296-5p,1.0,4.0,3.0,0.0,2.0,5.0
hsa-miR-1297,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1299,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1301-3p,4.0,1.0,3.0,7.0,1.0,6.0
