miRNA,SRR29268954,SRR29268955,SRR29268956,SRR29268957,SRR29268958,SRR29268959,SRR29268960,SRR29268961
hsa-let-7a-5p,49.99,42.26,83.82,125.33,119.91,88.91,83.3,117.67
hsa-let-7b-5p,4990.96,2375.2,4685.6,4304.11,9636.23,6236.41,6600.71,6009.94
hsa-let-7c-5p,0.0,15.21,0.0,0.88,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0
hsa-let-7e-5p,5.55,1.69,0.0,6.13,12.21,2.28,0.0,0.0
hsa-let-7f-5p,29.16,55.79,45.46,5.26,66.62,37.62,23.14,108.75
hsa-let-7g-5p,6.94,0.0,0.0,0.0,12.21,6.84,2.31,5.35
hsa-let-7i-5p,4.17,0.0,7.1,27.17,14.43,1.14,1.16,23.18
hsa-miR-1-3p,0.0,6.76,0.0,1.75,0.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,504.1,311.06,188.96,177.91,1226.87,406.95,422.31,538.42
hsa-miR-103a-3p,2302.45,3031.13,3672.62,3489.92,4597.72,2537.42,3285.89,3615.59
hsa-miR-107,0.0,32.12,52.57,17.53,14.43,2.28,65.95,0.0
hsa-miR-10a-5p,16.66,13.52,5.68,8.76,16.65,0.0,1.16,8.91
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0
hsa-miR-12129,4.17,0.0,17.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,2.84,0.0,0.0,0.0,1.16,0.0
hsa-miR-122-5p,0.0,0.0,78.14,0.0,0.0,1.14,0.0,14.26
hsa-miR-1246,0.0,1.69,0.0,0.0,0.0,1.14,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0
hsa-miR-125a-5p,18.05,6.76,1.42,21.91,36.64,11.4,48.59,37.44
hsa-miR-125b-5p,29.16,1.69,0.0,5.26,15.54,4.56,4.63,1.78
hsa-miR-126-3p,0.0,0.0,1.42,0.0,9.99,0.0,0.0,16.05
hsa-miR-127-3p,12.5,0.0,0.0,7.89,0.0,49.02,0.0,0.0
hsa-miR-1273h-3p,0.0,8.45,0.0,0.0,9.99,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78
hsa-miR-1285-5p,0.0,0.0,1.42,0.0,15.54,0.0,18.51,0.0
hsa-miR-1307-3p,63.88,81.15,61.09,109.55,153.22,208.6,82.15,156.89
hsa-miR-130a-3p,1.39,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-133a-3p,4.17,0.0,0.0,0.0,2.22,0.0,0.0,3.57
hsa-miR-134-5p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.78
hsa-miR-139-3p,20.83,27.05,166.23,70.99,144.34,137.93,188.59,106.97
hsa-miR-140-3p,0.0,0.0,2.84,0.0,6.66,4.56,1.16,17.83
hsa-miR-140-5p,9.72,32.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,4871.53,5894.89,6707.32,6426.81,6896.03,3675.05,4791.15,11592.0
hsa-miR-142-5p,263.85,191.03,203.17,110.43,616.21,371.61,458.17,269.21
hsa-miR-143-3p,0.0,0.0,1.42,0.88,11.1,0.0,0.0,21.39
hsa-miR-144-5p,0.0,0.0,0.0,0.0,22.21,0.0,0.0,0.0
hsa-miR-145-5p,5.55,0.0,0.0,11.39,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,22.22,0.0,8.52,14.9,7.77,21.66,11.57,17.83
hsa-miR-146b-3p,4.17,0.0,2.84,0.0,0.0,57.0,0.0,0.0
hsa-miR-146b-5p,4.17,1.69,0.0,0.0,9.99,1.14,0.0,1.78
hsa-miR-148a-3p,18.05,0.0,0.0,0.0,9.99,22.8,4.63,12.48
hsa-miR-148b-3p,0.0,0.0,0.0,0.88,0.0,1.14,0.0,0.0
hsa-miR-150-5p,4.17,5.07,0.0,0.0,3.33,0.0,0.0,19.61
hsa-miR-151a-3p,12.5,13.52,49.73,21.91,31.09,21.66,23.14,16.05
hsa-miR-152-3p,62.49,43.95,96.61,55.21,89.93,1.14,17.36,85.58
hsa-miR-155-5p,27.77,0.0,1.42,0.0,25.54,18.24,15.04,21.39
hsa-miR-15a-3p,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,23.61,37.19,0.0,22.79,46.63,0.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,35.34,0.0,0.0
hsa-miR-16-1-3p,1.39,0.0,0.0,7.89,17.76,0.0,0.0,0.0
hsa-miR-16-5p,5758.91,2997.32,4880.25,1113.06,19148.12,4286.03,4872.15,2971.99
hsa-miR-17-5p,1.39,0.0,0.0,0.0,1.11,2.28,0.0,0.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0
hsa-miR-181a-5p,1.39,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61
hsa-miR-181b-5p,4.17,40.57,7.1,1.75,1.11,38.76,37.02,41.01
hsa-miR-182-5p,19.44,10.14,32.68,5.26,155.44,27.36,0.0,14.26
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-183-5p,0.0,1.69,0.0,0.88,5.55,0.0,0.0,0.0
hsa-miR-185-3p,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,1.39,0.0,0.0,0.88,1.11,1.14,3.47,0.0
hsa-miR-186-5p,2.78,0.0,0.0,0.0,0.0,3.42,1.16,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0
hsa-miR-191-5p,8.33,15.21,22.73,9.64,41.08,2.28,38.18,19.61
hsa-miR-192-5p,0.0,0.0,0.0,0.0,1.11,1.14,2.31,0.0
hsa-miR-194-5p,52.77,20.29,167.65,25.42,97.71,1.14,85.62,55.27
hsa-miR-195-5p,13.89,21.98,5.68,14.02,136.57,42.18,50.91,58.83
hsa-miR-196a-5p,0.0,28.74,9.95,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,18.05,16.91,24.15,6.13,44.41,0.0,55.54,0.0
hsa-miR-199a-3p,9.72,15.21,34.1,15.78,6.66,0.0,3.47,74.88
hsa-miR-199b-3p,0.0,0.0,0.0,4.38,38.86,9.12,31.24,8.91
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0
hsa-miR-19b-3p,0.0,0.0,0.0,0.88,8.88,0.0,0.0,0.0
hsa-miR-200c-3p,4.17,21.98,0.0,17.53,0.0,0.0,16.2,12.48
hsa-miR-206,98.6,35.5,52.57,12.27,186.53,238.24,197.85,35.66
hsa-miR-20a-5p,1.39,0.0,0.0,0.0,0.0,3.42,1.16,0.0
hsa-miR-21-5p,58.33,0.0,19.89,0.88,38.86,43.32,11.57,26.74
hsa-miR-2115-3p,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,1.69,15.63,0.0,5.55,0.0,0.0,0.0
hsa-miR-22-3p,8.33,0.0,0.0,0.0,23.32,0.0,0.0,0.0
hsa-miR-222-3p,0.0,0.0,18.47,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,2055.26,3254.28,2891.21,1713.41,4984.11,1834.1,2637.97,3144.92
hsa-miR-223-5p,56.94,189.34,127.87,127.08,210.96,225.7,258.01,185.41
hsa-miR-224-5p,0.0,0.0,0.0,0.88,1.11,0.0,0.0,0.0
hsa-miR-23a-3p,174.98,160.6,186.12,151.62,355.29,176.68,277.68,304.87
hsa-miR-23b-3p,1.39,13.52,0.0,1.75,0.0,0.0,0.0,0.0
hsa-miR-24-3p,4.17,0.0,0.0,0.0,0.0,0.0,0.0,1.78
hsa-miR-25-3p,18.05,8.45,11.37,2.63,39.97,4.56,1.16,3.57
hsa-miR-26a-5p,2.78,0.0,1.42,0.0,0.0,62.69,0.0,19.61
hsa-miR-26b-5p,4.17,1.69,0.0,0.0,2.22,0.0,0.0,1.78
hsa-miR-27a-3p,0.0,0.0,0.0,0.0,0.0,2.28,1.16,0.0
hsa-miR-27b-3p,0.0,0.0,1.42,7.01,19.99,0.0,0.0,1.78
hsa-miR-28-3p,56.94,87.91,180.43,33.3,223.17,36.48,315.86,123.02
hsa-miR-29a-3p,13.89,0.0,12.79,0.0,39.97,1.14,0.0,3.57
hsa-miR-29c-3p,0.0,0.0,0.0,8.76,7.77,1.14,24.3,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,13.52,12.79,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-5p,22.22,21.98,24.15,44.7,46.63,0.0,0.0,103.4
hsa-miR-30c-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-30d-5p,52.77,10.14,24.15,35.93,124.35,17.1,18.51,96.27
hsa-miR-30e-3p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-30e-5p,66.66,50.72,26.99,21.91,102.15,85.49,87.93,139.06
hsa-miR-3125,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,1.39,8.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,111.1,3.38,1.42,0.0,9.99,0.0,2.31,0.0
hsa-miR-3182,4.17,0.0,117.92,17.53,43.3,183.52,23.14,48.14
hsa-miR-320a-3p,126.37,228.22,80.98,244.52,290.9,116.27,140.0,212.16
hsa-miR-320a-5p,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-320b,0.0,1.69,0.0,1.75,0.0,0.0,0.0,0.0
hsa-miR-320c,0.0,0.0,14.21,9.64,0.0,0.0,0.0,0.0
hsa-miR-320d,5.55,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-324-3p,15.28,18.6,0.0,15.78,34.42,0.0,0.0,7.13
hsa-miR-324-5p,144.42,28.74,76.72,25.42,250.93,200.62,129.58,71.31
hsa-miR-328-5p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-335-5p,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,27.05,14.21,16.65,15.54,0.0,0.0,0.0
hsa-miR-342-3p,2.78,18.6,0.0,0.0,0.0,0.0,17.36,1.78
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0
hsa-miR-361-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-363-3p,43.05,1.69,19.89,3.51,166.54,1.14,0.0,3.57
hsa-miR-3648,0.0,0.0,28.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,16.66,11.83,0.0,5.26,15.54,0.0,40.5,0.0
hsa-miR-3681-5p,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0
hsa-miR-370-3p,2.78,8.45,0.0,85.89,29.98,44.46,34.71,24.96
hsa-miR-374a-5p,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,0.0,0.0,0.0,16.65,2.22,0.0,0.0,0.0
hsa-miR-378j,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,6.94,0.0,9.95,14.02,8.88,0.0,0.0,14.26
hsa-miR-3960,45.83,23.67,0.0,4.38,26.65,1.14,25.45,0.0
hsa-miR-423-3p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-424-5p,11.11,5.07,0.0,0.0,31.09,0.0,6.94,0.0
hsa-miR-425-3p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-425-5p,11.11,0.0,0.0,0.0,0.0,0.0,0.0,1.78
hsa-miR-4306,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0
hsa-miR-432-5p,211.08,356.7,169.07,957.93,284.24,701.04,614.37,312.0
hsa-miR-4433b-3p,0.0,10.14,0.0,0.0,37.75,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,8.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0
hsa-miR-450b-5p,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,9.72,0.0,1.42,0.0,1.11,0.0,0.0,0.0
hsa-miR-451a,11.11,0.0,0.0,0.0,28.87,0.0,0.0,0.0
hsa-miR-4670-3p,0.0,15.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,15.21,11.37,29.8,1.11,0.0,61.32,0.0
hsa-miR-4762-3p,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,31.24,0.0
hsa-miR-483-5p,26.39,0.0,25.57,19.28,107.7,0.0,13.88,49.92
hsa-miR-484,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-5p,0.0,18.6,0.0,0.0,11.1,33.06,0.0,0.0
hsa-miR-491-5p,0.0,3.38,2.84,0.88,0.0,1.14,0.0,0.0
hsa-miR-497-3p,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,26.39,0.0,0.0,12.27,109.92,0.0,0.0,0.0
hsa-miR-504-3p,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,4.17,23.67,0.0,6.13,15.54,0.0,83.3,1.78
hsa-miR-5191,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0
hsa-miR-5196-5p,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-542-3p,11.11,0.0,0.0,0.0,7.77,0.0,25.45,8.91
hsa-miR-548ad-5p,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0
hsa-miR-548h-5p,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0
hsa-miR-5698,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-584-5p,0.0,0.0,0.0,5.26,0.0,0.0,35.87,8.91
hsa-miR-619-5p,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0
hsa-miR-628-3p,2.78,0.0,0.0,0.0,0.0,0.0,0.0,3.57
hsa-miR-629-5p,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-642a-3p,0.0,0.0,0.0,0.0,16.65,0.0,0.0,0.0
hsa-miR-6502-5p,0.0,0.0,17.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0
hsa-miR-664a-5p,38.88,96.36,134.97,57.84,148.78,18.24,56.69,57.05
hsa-miR-664b-5p,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0
hsa-miR-671-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0
hsa-miR-6731-5p,0.0,0.0,0.0,0.0,0.0,49.02,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,0.0,0.0,34.71,0.0
hsa-miR-6745,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0
hsa-miR-6767-5p,0.0,8.45,0.0,0.0,9.99,0.0,0.0,0.0
hsa-miR-6803-5p,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6807-5p,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-6850-5p,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-5p,0.0,1.69,0.0,0.0,1.11,1.14,0.0,0.0
hsa-miR-7107-5p,0.0,0.0,0.0,13.15,1.11,0.0,1.16,0.0
hsa-miR-744-5p,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
hsa-miR-7704,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0
hsa-miR-9-5p,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,4.17,0.0,1.42,0.0,0.0,1.14,1.16,21.39
hsa-miR-93-5p,5.55,3.38,8.52,1.75,35.53,5.7,4.63,0.0
hsa-miR-98-5p,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
hsa-miR-9985,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-mir-1303-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0
hsa-mir-3159-5p,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3615-3p,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3908-5p,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3929-3p,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0
